,InstanceType,IoOptimized,NetworkType,OSType,RegionId,hour,month,week,year,years-2,years-3,years-4,years-5
2289,ecs.i1.14xlarge,optimized,vpc,linux,us-east-1,19.94,9098.15,2681.55,86193.0,137908.8,155147.4,165490.56,172386.0
2290,ecs.sn2ne.xlarge,optimized,vpc,linux,ap-northeast-1,1.869,921.32,257.97,9397.46,18794.93,28192.39,37589.86,46987.32
2291,ecs.hfg5.4xlarge,optimized,vpc,windows,cn-shanghai,9.558,2751.2,810.88,26064.0,41702.4,46915.2,50042.88,52128.0
2292,ecs.e4.large,optimized,vpc,linux,ap-south-1,1.719,520.0,145.6,5304.0,8736.0,9360.0,12480.0,15600.0
2293,ecs.g5.3xlarge,optimized,vpc,linux,cn-beijing,5.045,1453.5,428.4,13770.0,22032.0,24786.0,26438.4,27540.0
2294,ecs.se1.14xlarge,optimized,classic,windows,cn-qingdao,44.29,10248.0,2869.44,104529.6,172166.4,184464.0,245952.0,307440.0
2295,ecs.c4.3xlarge,optimized,vpc,windows,us-west-1,8.985,5121.88,1509.61,48523.05,77636.88,87341.49,93164.26,97046.1
2296,ecs.c4.4xlarge,optimized,vpc,windows,ap-southeast-1,11.42,6590.96,1942.59,62440.65,99905.04,112393.17,119886.05,124881.3
2297,ecs.r5.large,optimized,vpc,linux,cn-shanghai,1.073,309.7,91.28,2934.0,4694.4,5281.2,5633.28,5868.0
2298,ecs.n2.small,optimized,classic,linux,cn-qingdao,0.49,141.0,39.48,1438.2,2368.8,2538.0,3384.0,4230.0
2299,ecs.g5.6xlarge,optimized,vpc,linux,cn-huhehaote,9.1,2622.0,772.8,24840.0,39744.0,44712.0,47692.8,49680.0
2300,ecs.gn5i-c4g1.xlarge,optimized,vpc,windows,cn-shanghai,9.205,2650.5,781.2,25110.0,40176.0,45198.0,48211.2,50220.0
2301,ecs.hfc5.6xlarge,optimized,vpc,windows,eu-central-1,15.862,9130.81,2691.2,86502.42,138403.87,155704.36,166084.65,173004.84
2302,ecs.sn2.3xlarge,optimized,vpc,windows,us-east-1,10.593,6200.0,1735.99,63240.0,104160.0,111600.0,148800.0,186000.0
2303,ecs.i2.4xlarge,optimized,vpc,windows,cn-hangzhou,13.243,3815.2,1124.48,36144.0,57830.4,65059.2,69396.48,72288.0
2304,ecs.e3.medium,optimized,classic,linux,cn-beijing,1.73,498.0,139.44,5079.6,8366.4,8964.0,11952.0,14940.0
2305,ecs.se1ne.3xlarge,optimized,vpc,linux,ap-southeast-2,6.96,3036.85,895.07,28770.12,46032.19,51786.22,55238.63,57540.24
2306,ecs.e3.xlarge,optimized,vpc,windows,cn-shanghai,6.574,1992.0,557.76,20318.4,33465.6,35856.0,47808.0,59760.0
2307,ecs.sn1ne.2xlarge,optimized,vpc,windows,cn-beijing,3.42,984.2,290.08,9324.0,14918.4,16783.2,17902.08,18648.0
2308,ecs.r5.large,optimized,vpc,linux,us-east-1,0.9,394.02,116.12,3732.84,5972.54,6719.11,7167.05,7465.68
2309,ecs.t1.small,none,classic,linux,cn-hangzhou,0.091,5.0,1.4,51.0,84.0,90.0,120.0,150.0
2310,ecs.hfc5.8xlarge,optimized,vpc,windows,cn-qingdao,14.725,4240.8,1249.92,40176.0,64281.6,72316.8,77137.92,80352.0
2311,ecs.d1-c14d3.14xlarge,optimized,vpc,windows,ap-southeast-5,34.58,20755.6,6117.43,196632.0,314611.2,353937.6,377533.44,393264.0
2312,ecs.n1.tiny,optimized,classic,windows,cn-shanghai,0.15,43.0,12.04,438.6,722.4,774.0,1032.0,1290.0
2313,ecs.sn2ne.xlarge,optimized,vpc,linux,cn-qingdao,1.891,543.4,160.16,5148.0,8236.8,9266.4,9884.16,10296.0
2314,ecs.gn5-c8g1.8xlarge,optimized,vpc,windows,us-west-1,74.4,33930.2,10000.48,321444.0,514310.4,578599.2,617172.48,642888.0
2315,ecs.r5.3xlarge,optimized,vpc,windows,cn-shenzhen,6.45,1858.2,547.68,17604.0,28166.4,31687.2,33799.68,35208.0
2316,ecs.t5-c1m2.xlarge,optimized,vpc,linux,ap-south-1,0.541,243.2,71.68,2304.0,3686.4,4147.2,4423.68,4608.0
2317,ecs.i2.2xlarge,optimized,vpc,windows,us-west-1,6.05,3331.65,981.96,31563.0,50500.8,56813.4,60600.96,63126.0
2318,ecs.sn2ne.2xlarge,optimized,vpc,windows,cn-shenzhen,3.772,1086.8,320.32,10296.0,16473.6,18532.8,19768.32,20592.0
2319,ecs.c1.large,optimized,vpc,windows,us-west-1,2.851,1469.0,411.32,14983.8,24679.2,26442.0,35256.0,44070.0
2320,ecs.sn2.medium,optimized,vpc,windows,cn-hongkong,1.497,854.0,239.11,8710.8,14347.2,15372.0,20496.0,25620.0
2321,ecs.se1.2xlarge,optimized,vpc,linux,cn-shanghai,5.833,1464.0,409.92,14932.8,24595.2,26352.0,35136.0,43920.0
2322,ecs.d1-c14d3.14xlarge,optimized,vpc,linux,cn-shenzhen,35.217,10141.25,2989.0,96075.0,153720.0,172935.0,184464.0,192150.0
2323,ecs.gn5-c8g1.4xlarge,optimized,vpc,linux,ap-southeast-5,28.794,13824.4,4074.55,130968.0,209548.8,235742.4,251458.56,261936.0
2324,ecs.sn2ne.large,optimized,vpc,linux,eu-central-1,0.87,411.27,121.23,3896.28,6234.05,7013.3,7480.86,7792.56
2325,ecs.c5.8xlarge,optimized,vpc,linux,cn-shanghai,11.818,3404.8,1003.52,32256.0,51609.6,58060.8,61931.52,64512.0
2326,ecs.hfg5.14xlarge,optimized,vpc,windows,cn-hongkong,41.077,23435.71,6907.36,222022.53,355236.05,399640.55,426283.26,444045.06
2327,ecs.gn5-c4g1.2xlarge,optimized,vpc,windows,cn-huhehaote,25.716,7406.2,2182.88,70164.0,112262.4,126295.2,134714.88,140328.0
2328,ecs.i1.2xlarge,optimized,vpc,windows,ap-southeast-5,5.7,3424.75,1009.39,32445.0,51912.0,58401.0,62294.4,64890.0
2329,ecs.sn2.large,optimized,vpc,windows,cn-zhangjiakou,1.7,514.8,144.14,5250.96,8648.64,9266.4,12355.2,15444.0
2330,ecs.i2.8xlarge,optimized,vpc,linux,us-west-1,15.8,7488.85,2207.24,70947.0,113515.2,127704.6,136218.24,141894.0
2331,ecs.n4.8xlarge,optimized,vpc,windows,eu-central-1,17.735,9459.0,2648.53,96481.8,158911.2,170262.0,227016.0,283770.0
2332,ecs.s2.2xlarge,none,classic,windows,cn-hangzhou,1.651,458.0,128.24,4671.6,7694.4,8244.0,10992.0,13740.0
2333,ecs.se1.xlarge,optimized,classic,windows,cn-shanghai,3.07,732.0,204.96,7466.4,12297.6,13176.0,17568.0,21960.0
2334,ecs.c1.small,optimized,classic,linux,cn-hangzhou,2.08,600.0,168.0,6120.0,10080.0,10800.0,14400.0,18000.0
2335,ecs.n2.medium,optimized,vpc,linux,cn-shanghai,0.969,294.0,82.32,2998.8,4939.2,5292.0,7056.0,8820.0
2336,ecs.mn4.4xlarge,optimized,vpc,linux,cn-hangzhou,8.18,2480.0,694.4,25296.0,41664.0,44640.0,59520.0,74400.0
2337,ecs.e3.7xlarge,optimized,vpc,linux,us-west-1,16.351,7527.04,2107.57,76775.81,126454.27,135486.72,180648.96,225811.2
2338,ecs.gn5-c8g1.2xlarge,optimized,vpc,linux,cn-beijing,17.205,4954.25,1460.2,46935.0,75096.0,84483.0,90115.2,93870.0
2339,ecs.gn5-c28g1.14xlarge,optimized,vpc,windows,cn-qingdao,53.371,15371.0,4530.4,145620.0,232992.0,262116.0,279590.4,291240.0
2340,ecs.n2.large,optimized,vpc,linux,cn-qingdao,1.938,588.0,164.64,5997.6,9878.4,10584.0,14112.0,17640.0
2341,ecs.n2.xlarge,optimized,vpc,linux,cn-hongkong,2.803,1442.38,403.86,14712.28,24231.98,25962.84,34617.12,43271.4
2342,ecs.n2.3xlarge,optimized,classic,linux,ap-southeast-1,5.905,3041.34,851.57,31021.67,51094.51,54744.12,72992.16,91240.2
2343,ecs.n1.7xlarge,optimized,classic,windows,ap-southeast-1,16.148,8320.0,2329.59,84864.0,139776.0,149760.0,199680.0,249600.0
2344,ecs.se1ne.xlarge,optimized,vpc,windows,cn-beijing,2.413,695.4,204.96,6588.0,10540.8,11858.4,12648.96,13176.0
2345,ecs.t5-lc2m1.nano,optimized,vpc,windows,cn-beijing,0.06,17.1,5.04,162.0,259.2,291.6,311.04,324.0
2346,ecs.i1-c5d1.4xlarge,optimized,classic,linux,cn-hangzhou,14.44,3365.44,942.32,34327.49,56539.39,60577.92,80770.56,100963.2
2347,ecs.sn2ne.3xlarge,optimized,vpc,linux,us-east-1,4.35,1867.95,550.54,17696.34,28314.14,31853.41,33976.97,35392.68
2348,ecs.se1.14xlarge,optimized,vpc,windows,ap-southeast-2,51.266,28631.0,8016.68,292036.2,481000.8,515358.0,687144.0,858930.0
2349,ecs.se1.2xlarge,optimized,vpc,windows,cn-zhangjiakou,4.351,1317.6,368.93,13439.52,22135.68,23716.8,31622.4,39528.0
2350,ecs.r5.large,optimized,vpc,linux,cn-hangzhou,1.073,309.7,91.28,2934.0,4694.4,5281.2,5633.28,5868.0
2351,ecs.g5.xlarge,optimized,vpc,windows,cn-hangzhou,1.683,484.5,142.8,4590.0,7344.0,8262.0,8812.8,9180.0
2352,ecs.se1.8xlarge,optimized,vpc,windows,ap-southeast-2,27.764,15529.0,4348.12,158395.8,260887.2,279522.0,372696.0,465870.0
2353,ecs.sn2ne.xlarge,optimized,vpc,windows,us-east-1,2.782,1546.14,455.7,14647.68,23436.29,26365.82,28123.55,29295.36
2354,ecs.se1ne.14xlarge,optimized,vpc,linux,ap-northeast-1,34.178,15717.08,4400.78,160314.22,320628.43,480942.65,641256.86,801571.08
2355,ecs.c5.large,optimized,vpc,linux,cn-shenzhen,0.741,212.8,62.72,2016.0,3225.6,3628.8,3870.72,4032.0
2356,ecs.hfc5.8xlarge,optimized,vpc,windows,ap-south-1,18.763,11390.05,3357.07,107905.77,172649.23,194230.39,207179.08,215811.54
2357,ecs.e4.small,optimized,vpc,linux,eu-central-1,0.552,253.7,71.05,2587.74,4262.16,4566.6,6088.8,7611.0
2358,ecs.r5.16xlarge,optimized,vpc,windows,cn-qingdao,34.409,9910.4,2920.96,93888.0,150220.8,168998.4,180264.96,187776.0
2359,ecs.e3.3xlarge,optimized,classic,linux,us-west-1,8.179,3763.52,1053.79,38387.9,63227.14,67743.36,90324.48,112905.6
2360,ecs.sn2.xlarge,optimized,classic,linux,cn-beijing,4.82,1144.0,320.32,11668.8,19219.2,20592.0,27456.0,34320.0
2361,ecs.i1-c10d1.8xlarge,optimized,vpc,windows,cn-shenzhen,23.883,5370.77,1582.96,50880.96,81409.54,91585.73,97691.44,101761.92
2362,ecs.e3.3xlarge,optimized,classic,linux,cn-qingdao,13.83,3984.0,1115.52,40636.8,66931.2,71712.0,95616.0,119520.0
2363,ecs.se1ne.xlarge,optimized,vpc,linux,cn-beijing,2.413,695.4,204.96,6588.0,10540.8,11858.4,12648.96,13176.0
2364,ecs.s2.2xlarge,optimized,classic,windows,cn-shenzhen,1.69,486.0,136.08,4957.2,8164.8,8748.0,11664.0,14580.0
2365,ecs.sn1ne.large,optimized,vpc,windows,us-west-1,1.343,763.12,224.92,7229.52,11567.23,13013.14,13880.68,14459.04
2366,ecs.e4.small,optimized,vpc,linux,cn-hangzhou,0.855,260.0,72.8,2652.0,4368.0,4680.0,6240.0,7800.0
2367,ecs.t5-c1m2.2xlarge,optimized,vpc,linux,ap-southeast-2,1.27,589.0,173.6,5580.0,8928.0,10044.0,10713.6,11160.0
2368,ecs.gn5-c8g1.14xlarge,optimized,vpc,linux,us-west-1,114.47,52200.6,15385.44,494532.0,791251.2,890157.6,949501.44,989064.0
2369,ecs.gn4-c4g1.xlarge,optimized,vpc,linux,cn-shanghai,10.336,2977.3,877.52,28206.0,45129.6,50770.8,54155.52,56412.0
2370,ecs.i1.6xlarge,optimized,vpc,linux,cn-beijing,12.845,3699.3,1090.32,35046.0,56073.6,63082.8,67288.32,70092.0
2371,ecs.e3.small,optimized,classic,linux,cn-qingdao,0.86,249.0,69.72,2539.8,4183.2,4482.0,5976.0,7470.0
2372,ecs.d1-c8d3.8xlarge,optimized,vpc,linux,us-east-1,17.1,7802.35,2299.63,73917.0,118267.2,133050.6,141920.64,147834.0
2373,ecs.i2.8xlarge,optimized,vpc,windows,ap-southeast-2,25.63,13960.25,4114.6,132255.0,211608.0,238059.0,253929.6,264510.0
2374,ecs.c5.6xlarge,optimized,vpc,linux,cn-shenzhen,8.864,2553.6,752.64,24192.0,38707.2,43545.6,46448.64,48384.0
2375,ecs.n1.small,optimized,vpc,windows,cn-beijing,0.266,80.0,22.4,816.0,1344.0,1440.0,1920.0,2400.0
2376,ecs.sn1ne.large,optimized,vpc,linux,ap-southeast-2,0.809,362.15,106.74,3430.89,5489.42,6175.6,6587.31,6861.78
2377,ecs.c5.8xlarge,optimized,vpc,windows,cn-hangzhou,11.818,3404.8,1003.52,32256.0,51609.6,58060.8,61931.52,64512.0
2378,ecs.n2.small,optimized,vpc,windows,cn-shanghai,0.465,141.0,39.48,1438.2,2368.8,2538.0,3384.0,4230.0
2379,ecs.t5-lc1m4.large,optimized,vpc,windows,cn-beijing,0.523,151.05,44.52,1431.0,2289.6,2575.8,2747.52,2862.0
2380,ecs.ce4.xlarge,optimized,vpc,windows,cn-shenzhen,4.495,834.1,245.84,7902.0,12643.2,14223.6,15171.84,15804.0
2381,ecs.n4.8xlarge,optimized,vpc,windows,cn-qingdao,10.762,3264.0,913.92,33292.8,54835.2,58752.0,78336.0,97920.0
2382,ecs.i1.6xlarge,optimized,vpc,linux,cn-hangzhou,12.845,3699.3,1090.32,35046.0,56073.6,63082.8,67288.32,70092.0
2383,ecs.se1.8xlarge,optimized,classic,windows,cn-qingdao,24.56,5856.0,1639.68,59731.2,98380.8,105408.0,140544.0,175680.0
2384,ecs.d1.6xlarge,optimized,vpc,linux,us-west-1,16.23,7405.25,2182.6,70155.0,112248.0,126279.0,134697.6,140310.0
2385,ecs.se1.14xlarge,optimized,vpc,windows,cn-shanghai,42.077,10248.0,2869.44,104529.6,172166.4,184464.0,245952.0,307440.0
2386,ecs.t5-lc2m1.nano,optimized,vpc,linux,us-west-1,0.05,21.85,6.44,207.0,331.2,372.6,397.44,414.0
2387,ecs.n1.tiny,optimized,classic,linux,us-west-1,0.105,56.42,15.8,575.48,947.86,1015.56,1354.08,1692.6
2388,ecs.sn1.7xlarge,optimized,vpc,windows,cn-zhangjiakou,10.934,3315.0,928.2,33813.0,55692.0,59670.0,79560.0,99450.0
2389,ecs.cm4.xlarge,optimized,vpc,linux,cn-shanghai,3.325,651.7,192.08,6174.0,9878.4,11113.2,11854.08,12348.0
2390,ecs.c5.8xlarge,optimized,vpc,windows,cn-shenzhen,11.818,3404.8,1003.52,32256.0,51609.6,58060.8,61931.52,64512.0
2391,ecs.t5-c1m2.xlarge,optimized,vpc,linux,cn-hongkong,0.61,259.35,76.43,2457.0,3931.2,4422.6,4717.44,4914.0
2392,ecs.c2.large,none,classic,linux,cn-beijing,5.421,1544.0,432.32,15748.8,25939.2,27792.0,37056.0,46320.0
2393,ecs.n4.4xlarge,optimized,classic,windows,cn-hongkong,6.837,3521.0,985.87,35914.2,59152.8,63378.0,84504.0,105630.0
2394,ecs.n4.4xlarge,optimized,vpc,linux,cn-shenzhen,5.386,1632.0,456.96,16646.4,27417.6,29376.0,39168.0,48960.0
2395,ecs.gn5-c4g1.2xlarge,optimized,vpc,windows,cn-shenzhen,28.576,8228.9,2425.36,77958.0,124732.8,140324.4,149679.36,155916.0
2396,ecs.sn2.xlarge,optimized,vpc,windows,cn-beijing,4.579,1144.0,320.32,11668.8,19219.2,20592.0,27456.0,34320.0
2397,ecs.t5-c1m2.2xlarge,optimized,vpc,windows,ap-southeast-1,1.68,815.1,240.23,7722.0,12355.2,13899.6,14826.24,15444.0
2398,ecs.sn2ne.large,optimized,vpc,windows,ap-northeast-1,1.602,946.66,265.06,9655.93,19311.86,28967.8,38623.73,48279.66
2399,ecs.sn1.3xlarge,optimized,vpc,windows,cn-shanghai,6.831,2072.0,580.16,21134.4,34809.6,37296.0,49728.0,62160.0
2400,ecs.d1.4xlarge,optimized,vpc,windows,cn-hongkong,12.5,7126.9,2100.55,67518.0,108028.8,121532.4,129634.56,135036.0
2401,ecs.e4.small,optimized,vpc,linux,ap-south-1,0.338,165.0,46.2,1683.0,2772.0,2970.0,3960.0,4950.0
2402,ecs.n1.3xlarge,optimized,vpc,windows,ap-southeast-1,8.075,4160.0,1164.79,42432.0,69888.0,74880.0,99840.0,124800.0
2403,ecs.e3.7xlarge,optimized,vpc,windows,ap-southeast-1,27.805,14874.0,4164.71,151714.8,249883.2,267732.0,356976.0,446220.0
2404,ecs.d1.3xlarge,optimized,vpc,linux,us-east-1,6.675,3046.65,897.95,28863.0,46180.8,51953.4,55416.96,57726.0
2405,ecs.e3.medium,optimized,vpc,windows,cn-beijing,1.643,498.0,139.44,5079.6,8366.4,8964.0,11952.0,14940.0
2406,ecs.e3.3xlarge,optimized,classic,windows,cn-beijing,13.83,3984.0,1115.52,40636.8,66931.2,71712.0,95616.0,119520.0
2407,ecs.n4.small,optimized,vpc,windows,us-west-1,0.276,159.0,44.52,1621.8,2671.2,2862.0,3816.0,4770.0
2408,ecs.sn1.7xlarge,optimized,classic,linux,cn-qingdao,14.39,4144.0,1160.32,42268.8,69619.2,74592.0,99456.0,124320.0
2409,ecs.sn1ne.large,optimized,vpc,linux,cn-shanghai,0.855,246.05,72.52,2331.0,3729.6,4195.8,4475.52,4662.0
2410,ecs.n1.large,optimized,classic,windows,cn-beijing,1.35,388.0,108.64,3957.6,6518.4,6984.0,9312.0,11640.0
2411,ecs.se1.14xlarge,optimized,vpc,windows,ap-northeast-1,51.266,28631.0,8016.68,292036.2,584072.4,876108.6,1168144.8,1460181.0
2412,ecs.sn2.13xlarge,optimized,vpc,linux,cn-hongkong,24.137,10952.04,3066.56,111710.81,183994.27,197136.72,262848.96,328561.2
2413,ecs.t5-lc1m2.large,optimized,vpc,windows,ap-southeast-3,0.333,170.05,50.12,1611.0,2577.6,2899.8,3093.12,3222.0
2414,ecs.e3.medium,optimized,vpc,linux,cn-shenzhen,1.643,498.0,139.44,5079.6,8366.4,8964.0,11952.0,14940.0
2415,ecs.n2.small,optimized,vpc,linux,ap-southeast-1,0.37,190.38,53.3,1941.88,3198.38,3426.84,4569.12,5711.4
2416,ecs.c1.large,optimized,classic,windows,cn-hangzhou,2.75,792.0,221.76,8078.4,13305.6,14256.0,19008.0,23760.0
2417,ecs.sn2.13xlarge,optimized,vpc,windows,ap-southeast-1,41.901,23920.0,6697.59,243984.0,401856.0,430560.0,574080.0,717600.0
2418,ecs.n2.7xlarge,optimized,classic,linux,cn-shanghai,16.32,4704.0,1317.12,47980.8,79027.2,84672.0,112896.0,141120.0
2419,ecs.sn2ne.14xlarge,optimized,vpc,linux,us-west-1,23.722,11481.31,3383.97,108770.31,174032.5,195786.56,208839.0,217540.62
2420,ecs.se1ne.6xlarge,optimized,vpc,windows,ap-northeast-1,21.9,12228.84,3424.08,124734.17,249468.34,374202.5,498936.67,623670.84
2421,ecs.n2.large,optimized,vpc,windows,cn-hangzhou,1.938,588.0,164.64,5997.6,9878.4,10584.0,14112.0,17640.0
2422,ecs.hfg5.3xlarge,optimized,vpc,windows,eu-central-1,8.726,5022.08,1480.2,47577.6,76124.16,85639.68,91348.99,95155.2
2423,ecs.sn1.medium,optimized,classic,linux,cn-hongkong,0.659,341.45,95.6,3482.79,5736.36,6146.1,8194.8,10243.5
2424,ecs.n2.medium,optimized,vpc,linux,us-east-1,0.585,299.86,83.95,3058.57,5037.65,5397.48,7196.64,8995.8
2425,ecs.g5.8xlarge,optimized,vpc,linux,cn-huhehaote,12.14,3496.0,1030.4,33120.0,52992.0,59616.0,63590.4,66240.0
2426,ecs.t5-c1m1.2xlarge,optimized,vpc,linux,cn-hongkong,0.88,373.35,110.03,3537.0,5659.2,6366.6,6791.04,7074.0
2427,ecs.hfc5.8xlarge,optimized,vpc,windows,cn-hangzhou,14.726,4240.8,1249.92,40176.0,64281.6,72316.8,77137.92,80352.0
2428,ecs.sn2.7xlarge,optimized,vpc,linux,cn-hangzhou,18.316,4576.0,1281.28,46675.2,76876.8,82368.0,109824.0,137280.0
2429,ecs.sn2.medium,optimized,classic,linux,cn-shanghai,1.2,286.0,80.08,2917.2,4804.8,5148.0,6864.0,8580.0
2430,ecs.c5.3xlarge,optimized,vpc,linux,cn-shanghai,4.436,1276.8,376.32,12096.0,19353.6,21772.8,23224.32,24192.0
2431,ecs.r5.8xlarge,optimized,vpc,windows,cn-huhehaote,15.513,4468.8,1317.12,42336.0,67737.6,76204.8,81285.12,84672.0
2432,ecs.gn5-c8g1.8xlarge,optimized,vpc,windows,cn-beijing,68.809,19817.0,5840.8,187740.0,300384.0,337932.0,360460.8,375480.0
2433,ecs.i1.4xlarge,optimized,vpc,linux,cn-beijing,11.182,2466.2,726.88,23364.0,37382.4,42055.2,44858.88,46728.0
2434,ecs.d1.14xlarge,optimized,vpc,windows,cn-hangzhou,42.324,12189.45,3592.68,115479.0,184766.4,207862.2,221719.68,230958.0
2435,ecs.mn4.2xlarge,optimized,vpc,windows,ap-southeast-2,5.986,3348.0,937.44,34149.6,56246.4,60264.0,80352.0,100440.0
2436,ecs.se1.xlarge,optimized,vpc,linux,eu-central-1,2.207,1014.89,284.18,10351.88,17050.15,18268.02,24357.36,30446.7
2437,ecs.ce4.xlarge,optimized,vpc,linux,cn-shanghai,4.494,834.1,245.84,7902.0,12643.2,14223.6,15171.84,15804.0
2438,ecs.sn1.large,optimized,vpc,windows,eu-central-1,2.434,1478.0,413.85,15075.6,24830.4,26604.0,35472.0,44340.0
2439,ecs.e3.7xlarge,optimized,vpc,linux,cn-shenzhen,26.287,7968.0,2231.04,81273.6,133862.4,143424.0,191232.0,239040.0
2440,ecs.sn1.xlarge,optimized,vpc,windows,us-east-1,4.536,2680.0,750.39,27336.0,45024.0,48240.0,64320.0,80400.0
2441,ecs.sn1.xlarge,optimized,classic,linux,cn-hongkong,2.645,1361.5,381.21,13887.3,22873.2,24507.0,32676.0,40845.0
2442,ecs.d1.4xlarge,optimized,vpc,linux,cn-hongkong,10.73,4896.3,1443.11,46386.0,74217.6,83494.8,89061.12,92772.0
2443,ecs.m1.medium,optimized,classic,linux,cn-beijing,2.04,588.0,164.64,5997.6,9878.4,10584.0,14112.0,17640.0
2444,ecs.e3.xlarge,optimized,vpc,linux,ap-southeast-1,4.414,2047.78,573.37,20887.36,34402.7,36860.04,49146.72,61433.4
2445,ecs.hfg5.large,optimized,vpc,linux,us-east-1,0.711,308.88,91.03,2926.26,4682.02,5267.27,5618.42,5852.52
2446,ecs.n4.xlarge,optimized,vpc,windows,ap-northeast-1,2.33,1332.0,372.96,13586.4,27172.8,40759.2,54345.6,67932.0
2447,ecs.e3.7xlarge,optimized,classic,windows,cn-shenzhen,27.67,7968.0,2231.04,81273.6,133862.4,143424.0,191232.0,239040.0
2448,ecs.gn5-c8g1.2xlarge,optimized,vpc,linux,eu-central-1,15.61,7117.4,2097.77,67428.0,107884.8,121370.4,129461.76,134856.0
2449,ecs.sn2ne.xlarge,optimized,vpc,linux,us-east-1,1.449,622.17,183.37,5894.28,9430.85,10609.7,11317.02,11788.56
2450,ecs.sn2ne.14xlarge,optimized,vpc,linux,cn-qingdao,26.419,7607.6,2242.24,72072.0,115315.2,129729.6,138378.24,144144.0
2451,ecs.n2.medium,optimized,classic,linux,cn-shenzhen,1.02,294.0,82.32,2998.8,4939.2,5292.0,7056.0,8820.0
2452,ecs.i2.4xlarge,optimized,vpc,windows,cn-hongkong,12.82,6980.6,2057.43,66132.0,105811.2,119037.6,126973.44,132264.0
2453,ecs.gn4-c4g1.2xlarge,optimized,vpc,linux,cn-shenzhen,20.672,5954.6,1755.04,56412.0,90259.2,101541.6,108311.04,112824.0
2454,ecs.g5.16xlarge,optimized,vpc,windows,us-east-1,41.557,23108.27,6810.85,218920.41,350272.66,394056.74,420327.19,437840.82
2455,ecs.hfg5.2xlarge,optimized,vpc,windows,ap-southeast-1,5.871,3348.01,986.77,31717.98,50748.77,57092.36,60898.52,63435.96
2456,ecs.t5-lc1m2.large,optimized,vpc,windows,ap-southeast-1,0.37,178.6,52.63,1692.0,2707.2,3045.6,3248.64,3384.0
2457,ecs.se1.large,optimized,vpc,windows,cn-zhangjiakou,1.083,329.4,92.23,3359.88,5533.92,5929.2,7905.6,9882.0
2458,ecs.n1.tiny,optimized,vpc,linux,us-west-1,0.105,56.42,15.8,575.48,947.86,1015.56,1354.08,1692.6
2459,ecs.t5-c1m4.large,optimized,vpc,linux,ap-south-1,0.541,243.2,71.68,2304.0,3686.4,4147.2,4423.68,4608.0
2460,ecs.i1.8xlarge,optimized,vpc,linux,ap-southeast-5,14.279,6859.95,2021.87,64989.0,103982.4,116980.2,124778.88,129978.0
2461,ecs.t5-lc1m2.small,optimized,vpc,linux,ap-southeast-1,0.14,59.85,17.63,567.0,907.2,1020.6,1088.64,1134.0
2462,ecs.sn1.3xlarge,optimized,vpc,linux,cn-beijing,6.83,2072.0,580.16,21134.4,34809.6,37296.0,49728.0,62160.0
2463,ecs.s2.2xlarge,optimized,vpc,windows,cn-qingdao,1.691,486.0,136.08,4957.2,8164.8,8748.0,11664.0,14580.0
2464,ecs.e3.large,optimized,vpc,linux,ap-southeast-1,2.207,1021.85,286.11,10422.87,17167.08,18393.3,24524.4,30655.5
2465,ecs.gn5-c8g1.8xlarge,optimized,vpc,windows,ap-southeast-1,78.82,35944.2,10594.07,340524.0,544838.4,612943.2,653806.08,681048.0
2466,ecs.s2.xlarge,optimized,vpc,windows,cn-hangzhou,1.02,294.0,82.32,2998.8,4939.2,5292.0,7056.0,8820.0
2467,ecs.n4.xlarge,optimized,vpc,linux,us-west-1,1.475,734.77,205.74,7494.65,12344.14,13225.86,17634.48,22043.1
2468,ecs.r5.4xlarge,optimized,vpc,linux,cn-beijing,8.607,2477.6,730.24,23472.0,37555.2,42249.6,45066.24,46944.0
2469,ecs.t5-c1m4.xlarge,optimized,vpc,windows,ap-southeast-5,1.157,586.15,172.75,5553.0,8884.8,9995.4,10661.76,11106.0
2470,ecs.xn4.small,optimized,vpc,linux,ap-northeast-1,0.112,63.03,17.65,642.91,1285.81,1928.72,2571.62,3214.53
2471,ecs.r5.6xlarge,optimized,vpc,windows,cn-shanghai,12.901,3716.4,1095.36,35208.0,56332.8,63374.4,67599.36,70416.0
2472,ecs.se1.xlarge,optimized,vpc,windows,cn-zhangjiakou,2.175,658.8,184.46,6719.76,11067.84,11858.4,15811.2,19764.0
2473,ecs.sn2.large,optimized,vpc,windows,us-west-1,2.883,1783.0,499.24,18186.6,29954.4,32094.0,42792.0,53490.0
2474,ecs.d1ne.4xlarge,optimized,vpc,linux,cn-qingdao,12.702,3657.5,1078.0,34650.0,55440.0,62370.0,66528.0,69300.0
2475,ecs.t5-lc1m4.large,optimized,vpc,linux,cn-hangzhou,0.523,151.05,44.52,1431.0,2289.6,2575.8,2747.52,2862.0
2476,ecs.hfg5.xlarge,optimized,vpc,windows,us-east-1,2.713,1519.6,447.87,14396.22,23033.95,25913.2,27640.74,28792.44
2477,ecs.sn2.13xlarge,optimized,vpc,linux,us-east-1,19.309,8739.23,2446.97,89140.15,146819.06,157306.14,209741.52,262176.9
2478,ecs.s2.2xlarge,none,classic,linux,cn-hangzhou,1.651,458.0,128.24,4671.6,7694.4,8244.0,10992.0,13740.0
2479,ecs.sn2.large,optimized,classic,windows,cn-hongkong,2.993,1709.0,478.51,17431.8,28711.2,30762.0,41016.0,51270.0
